DETAILED TIMELINE - FIRST HOUR (3600 seconds)
Shows ACTUAL overlapping container execution with correct parallelism

Configuration:
Base Memory (M0),862.0 MB
Memory Multiplier,1.5x
Total GPU Memory,4096.0 MB
Container Duration,60 seconds (1 min)
Max Concurrent,3
Reset Interval,3 containers (memory cycles)

Time (s),Containers Running,Container IDs,Memory Used (MB),Memory %,Remaining (MB),Can Launch New?,Decision Reason
1855,3,"C91, C92, C93",4094.5,99.96%,1.5,NO,OOM
1860,3,"C92, C93, C94",4094.5,99.96%,1.5,NO,OOM
1865,3,"C93, C94, C95",4094.5,99.96%,1.5,NO,OOM
1870,3,"C94, C95, C96",4094.5,99.96%,1.5,NO,OOM
1875,3,"C94, C95, C96",4094.5,99.96%,1.5,NO,OOM
1880,3,"C94, C95, C96",4094.5,99.96%,1.5,NO,OOM
1885,3,"C94, C95, C96",4094.5,99.96%,1.5,NO,OOM
1890,3,"C94, C95, C96",4094.5,99.96%,1.5,NO,OOM
1895,3,"C94, C95, C96",4094.5,99.96%,1.5,NO,OOM
1900,3,"C94, C95, C96",4094.5,99.96%,1.5,NO,OOM
1905,3,"C94, C95, C96",4094.5,99.96%,1.5,NO,OOM
1910,3,"C94, C95, C96",4094.5,99.96%,1.5,NO,OOM
1915,3,"C94, C95, C96",4094.5,99.96%,1.5,NO,OOM
1920,3,"C95, C96, C97",4094.5,99.96%,1.5,NO,OOM
1925,3,"C96, C97, C98",4094.5,99.96%,1.5,NO,OOM
1930,3,"C97, C98, C99",4094.5,99.96%,1.5,NO,OOM
1935,3,"C97, C98, C99",4094.5,99.96%,1.5,NO,OOM
1940,3,"C97, C98, C99",4094.5,99.96%,1.5,NO,OOM
1945,3,"C97, C98, C99",4094.5,99.96%,1.5,NO,OOM
1950,3,"C97, C98, C99",4094.5,99.96%,1.5,NO,OOM
1955,3,"C97, C98, C99",4094.5,99.96%,1.5,NO,OOM
1960,3,"C97, C98, C99",4094.5,99.96%,1.5,NO,OOM
1965,3,"C97, C98, C99",4094.5,99.96%,1.5,NO,OOM
1970,3,"C97, C98, C99",4094.5,99.96%,1.5,NO,OOM
1975,3,"C97, C98, C99",4094.5,99.96%,1.5,NO,OOM
1980,3,"C98, C99, C100",4094.5,99.96%,1.5,NO,OOM
1985,3,"C99, C100, C101",4094.5,99.96%,1.5,NO,OOM
1990,3,"C100, C101, C102",4094.5,99.96%,1.5,NO,OOM
1995,3,"C100, C101, C102",4094.5,99.96%,1.5,NO,OOM
2000,3,"C100, C101, C102",4094.5,99.96%,1.5,NO,OOM
2005,3,"C100, C101, C102",4094.5,99.96%,1.5,NO,OOM
2010,3,"C100, C101, C102",4094.5,99.96%,1.5,NO,OOM
2015,3,"C100, C101, C102",4094.5,99.96%,1.5,NO,OOM
2020,3,"C100, C101, C102",4094.5,99.96%,1.5,NO,OOM
2025,3,"C100, C101, C102",4094.5,99.96%,1.5,NO,OOM
2030,3,"C100, C101, C102",4094.5,99.96%,1.5,NO,OOM
2035,3,"C100, C101, C102",4094.5,99.96%,1.5,NO,OOM
2040,3,"C101, C102, C103",4094.5,99.96%,1.5,NO,OOM
2045,3,"C102, C103, C104",4094.5,99.96%,1.5,NO,OOM
2050,3,"C103, C104, C105",4094.5,99.96%,1.5,NO,OOM
2055,3,"C103, C104, C105",4094.5,99.96%,1.5,NO,OOM
2060,3,"C103, C104, C105",4094.5,99.96%,1.5,NO,OOM
2065,3,"C103, C104, C105",4094.5,99.96%,1.5,NO,OOM
2070,3,"C103, C104, C105",4094.5,99.96%,1.5,NO,OOM
2075,3,"C103, C104, C105",4094.5,99.96%,1.5,NO,OOM
2080,3,"C103, C104, C105",4094.5,99.96%,1.5,NO,OOM
2085,3,"C103, C104, C105",4094.5,99.96%,1.5,NO,OOM
2090,3,"C103, C104, C105",4094.5,99.96%,1.5,NO,OOM
2095,3,"C103, C104, C105",4094.5,99.96%,1.5,NO,OOM
2100,3,"C104, C105, C106",4094.5,99.96%,1.5,NO,OOM
2105,3,"C105, C106, C107",4094.5,99.96%,1.5,NO,OOM
2110,3,"C106, C107, C108",4094.5,99.96%,1.5,NO,OOM
2115,3,"C106, C107, C108",4094.5,99.96%,1.5,NO,OOM
2120,3,"C106, C107, C108",4094.5,99.96%,1.5,NO,OOM
2125,3,"C106, C107, C108",4094.5,99.96%,1.5,NO,OOM
2130,3,"C106, C107, C108",4094.5,99.96%,1.5,NO,OOM
2135,3,"C106, C107, C108",4094.5,99.96%,1.5,NO,OOM
2140,3,"C106, C107, C108",4094.5,99.96%,1.5,NO,OOM
2145,3,"C106, C107, C108",4094.5,99.96%,1.5,NO,OOM
2150,3,"C106, C107, C108",4094.5,99.96%,1.5,NO,OOM
2155,3,"C106, C107, C108",4094.5,99.96%,1.5,NO,OOM
2160,3,"C107, C108, C109",4094.5,99.96%,1.5,NO,OOM
2165,3,"C108, C109, C110",4094.5,99.96%,1.5,NO,OOM
2170,3,"C109, C110, C111",4094.5,99.96%,1.5,NO,OOM
2175,3,"C109, C110, C111",4094.5,99.96%,1.5,NO,OOM
2180,3,"C109, C110, C111",4094.5,99.96%,1.5,NO,OOM
2185,3,"C109, C110, C111",4094.5,99.96%,1.5,NO,OOM
2190,3,"C109, C110, C111",4094.5,99.96%,1.5,NO,OOM
2195,3,"C109, C110, C111",4094.5,99.96%,1.5,NO,OOM
2200,3,"C109, C110, C111",4094.5,99.96%,1.5,NO,OOM
2205,3,"C109, C110, C111",4094.5,99.96%,1.5,NO,OOM
2210,3,"C109, C110, C111",4094.5,99.96%,1.5,NO,OOM
2215,3,"C109, C110, C111",4094.5,99.96%,1.5,NO,OOM
2220,3,"C110, C111, C112",4094.5,99.96%,1.5,NO,OOM
2225,3,"C111, C112, C113",4094.5,99.96%,1.5,NO,OOM
2230,3,"C112, C113, C114",4094.5,99.96%,1.5,NO,OOM
2235,3,"C112, C113, C114",4094.5,99.96%,1.5,NO,OOM
2240,3,"C112, C113, C114",4094.5,99.96%,1.5,NO,OOM
2245,3,"C112, C113, C114",4094.5,99.96%,1.5,NO,OOM
2250,3,"C112, C113, C114",4094.5,99.96%,1.5,NO,OOM
2255,3,"C112, C113, C114",4094.5,99.96%,1.5,NO,OOM
2260,3,"C112, C113, C114",4094.5,99.96%,1.5,NO,OOM
2265,3,"C112, C113, C114",4094.5,99.96%,1.5,NO,OOM
2270,3,"C112, C113, C114",4094.5,99.96%,1.5,NO,OOM
2275,3,"C112, C113, C114",4094.5,99.96%,1.5,NO,OOM
2280,3,"C113, C114, C115",4094.5,99.96%,1.5,NO,OOM
2285,3,"C114, C115, C116",4094.5,99.96%,1.5,NO,OOM
2290,3,"C115, C116, C117",4094.5,99.96%,1.5,NO,OOM
2295,3,"C115, C116, C117",4094.5,99.96%,1.5,NO,OOM
2300,3,"C115, C116, C117",4094.5,99.96%,1.5,NO,OOM
2305,3,"C115, C116, C117",4094.5,99.96%,1.5,NO,OOM
2310,3,"C115, C116, C117",4094.5,99.96%,1.5,NO,OOM
2315,3,"C115, C116, C117",4094.5,99.96%,1.5,NO,OOM
2320,3,"C115, C116, C117",4094.5,99.96%,1.5,NO,OOM
2325,3,"C115, C116, C117",4094.5,99.96%,1.5,NO,OOM
2330,3,"C115, C116, C117",4094.5,99.96%,1.5,NO,OOM
2335,3,"C115, C116, C117",4094.5,99.96%,1.5,NO,OOM
2340,3,"C116, C117, C118",4094.5,99.96%,1.5,NO,OOM
2345,3,"C117, C118, C119",4094.5,99.96%,1.5,NO,OOM
2350,3,"C118, C119, C120",4094.5,99.96%,1.5,NO,OOM
2355,3,"C118, C119, C120",4094.5,99.96%,1.5,NO,OOM
2360,3,"C118, C119, C120",4094.5,99.96%,1.5,NO,OOM
2365,3,"C118, C119, C120",4094.5,99.96%,1.5,NO,OOM
2370,3,"C118, C119, C120",4094.5,99.96%,1.5,NO,OOM
2375,3,"C118, C119, C120",4094.5,99.96%,1.5,NO,OOM
2380,3,"C118, C119, C120",4094.5,99.96%,1.5,NO,OOM
2385,3,"C118, C119, C120",4094.5,99.96%,1.5,NO,OOM
2390,3,"C118, C119, C120",4094.5,99.96%,1.5,NO,OOM
2395,3,"C118, C119, C120",4094.5,99.96%,1.5,NO,OOM
2400,3,"C119, C120, C121",4094.5,99.96%,1.5,NO,OOM
2405,3,"C120, C121, C122",4094.5,99.96%,1.5,NO,OOM
2410,3,"C121, C122, C123",4094.5,99.96%,1.5,NO,OOM
2415,3,"C121, C122, C123",4094.5,99.96%,1.5,NO,OOM
2420,3,"C121, C122, C123",4094.5,99.96%,1.5,NO,OOM
2425,3,"C121, C122, C123",4094.5,99.96%,1.5,NO,OOM
2430,3,"C121, C122, C123",4094.5,99.96%,1.5,NO,OOM
2435,3,"C121, C122, C123",4094.5,99.96%,1.5,NO,OOM
2440,3,"C121, C122, C123",4094.5,99.96%,1.5,NO,OOM
2445,3,"C121, C122, C123",4094.5,99.96%,1.5,NO,OOM
2450,3,"C121, C122, C123",4094.5,99.96%,1.5,NO,OOM
2455,3,"C121, C122, C123",4094.5,99.96%,1.5,NO,OOM
2460,3,"C122, C123, C124",4094.5,99.96%,1.5,NO,OOM
2465,3,"C123, C124, C125",4094.5,99.96%,1.5,NO,OOM
2470,3,"C124, C125, C126",4094.5,99.96%,1.5,NO,OOM
2475,3,"C124, C125, C126",4094.5,99.96%,1.5,NO,OOM
2480,3,"C124, C125, C126",4094.5,99.96%,1.5,NO,OOM
2485,3,"C124, C125, C126",4094.5,99.96%,1.5,NO,OOM
2490,3,"C124, C125, C126",4094.5,99.96%,1.5,NO,OOM
2495,3,"C124, C125, C126",4094.5,99.96%,1.5,NO,OOM
2500,3,"C124, C125, C126",4094.5,99.96%,1.5,NO,OOM
2505,3,"C124, C125, C126",4094.5,99.96%,1.5,NO,OOM
2510,3,"C124, C125, C126",4094.5,99.96%,1.5,NO,OOM
2515,3,"C124, C125, C126",4094.5,99.96%,1.5,NO,OOM
2520,3,"C125, C126, C127",4094.5,99.96%,1.5,NO,OOM
2525,3,"C126, C127, C128",4094.5,99.96%,1.5,NO,OOM
2530,3,"C127, C128, C129",4094.5,99.96%,1.5,NO,OOM
2535,3,"C127, C128, C129",4094.5,99.96%,1.5,NO,OOM
2540,3,"C127, C128, C129",4094.5,99.96%,1.5,NO,OOM
2545,3,"C127, C128, C129",4094.5,99.96%,1.5,NO,OOM
2550,3,"C127, C128, C129",4094.5,99.96%,1.5,NO,OOM
2555,3,"C127, C128, C129",4094.5,99.96%,1.5,NO,OOM
2560,3,"C127, C128, C129",4094.5,99.96%,1.5,NO,OOM
2565,3,"C127, C128, C129",4094.5,99.96%,1.5,NO,OOM
2570,3,"C127, C128, C129",4094.5,99.96%,1.5,NO,OOM
2575,3,"C127, C128, C129",4094.5,99.96%,1.5,NO,OOM
2580,3,"C128, C129, C130",4094.5,99.96%,1.5,NO,OOM
2585,3,"C129, C130, C131",4094.5,99.96%,1.5,NO,OOM
2590,3,"C130, C131, C132",4094.5,99.96%,1.5,NO,OOM
2595,3,"C130, C131, C132",4094.5,99.96%,1.5,NO,OOM
2600,3,"C130, C131, C132",4094.5,99.96%,1.5,NO,OOM
2605,3,"C130, C131, C132",4094.5,99.96%,1.5,NO,OOM
2610,3,"C130, C131, C132",4094.5,99.96%,1.5,NO,OOM
2615,3,"C130, C131, C132",4094.5,99.96%,1.5,NO,OOM
2620,3,"C130, C131, C132",4094.5,99.96%,1.5,NO,OOM
2625,3,"C130, C131, C132",4094.5,99.96%,1.5,NO,OOM
2630,3,"C130, C131, C132",4094.5,99.96%,1.5,NO,OOM
2635,3,"C130, C131, C132",4094.5,99.96%,1.5,NO,OOM
2640,3,"C131, C132, C133",4094.5,99.96%,1.5,NO,OOM
2645,3,"C132, C133, C134",4094.5,99.96%,1.5,NO,OOM
2650,3,"C133, C134, C135",4094.5,99.96%,1.5,NO,OOM
2655,3,"C133, C134, C135",4094.5,99.96%,1.5,NO,OOM
2660,3,"C133, C134, C135",4094.5,99.96%,1.5,NO,OOM
2665,3,"C133, C134, C135",4094.5,99.96%,1.5,NO,OOM
2670,3,"C133, C134, C135",4094.5,99.96%,1.5,NO,OOM
2675,3,"C133, C134, C135",4094.5,99.96%,1.5,NO,OOM
2680,3,"C133, C134, C135",4094.5,99.96%,1.5,NO,OOM
2685,3,"C133, C134, C135",4094.5,99.96%,1.5,NO,OOM
2690,3,"C133, C134, C135",4094.5,99.96%,1.5,NO,OOM
2695,3,"C133, C134, C135",4094.5,99.96%,1.5,NO,OOM
2700,3,"C134, C135, C136",4094.5,99.96%,1.5,NO,OOM
2705,3,"C135, C136, C137",4094.5,99.96%,1.5,NO,OOM
2710,3,"C136, C137, C138",4094.5,99.96%,1.5,NO,OOM
2715,3,"C136, C137, C138",4094.5,99.96%,1.5,NO,OOM
2720,3,"C136, C137, C138",4094.5,99.96%,1.5,NO,OOM
2725,3,"C136, C137, C138",4094.5,99.96%,1.5,NO,OOM
2730,3,"C136, C137, C138",4094.5,99.96%,1.5,NO,OOM
2735,3,"C136, C137, C138",4094.5,99.96%,1.5,NO,OOM
2740,3,"C136, C137, C138",4094.5,99.96%,1.5,NO,OOM
2745,3,"C136, C137, C138",4094.5,99.96%,1.5,NO,OOM
2750,3,"C136, C137, C138",4094.5,99.96%,1.5,NO,OOM
2755,3,"C136, C137, C138",4094.5,99.96%,1.5,NO,OOM
2760,3,"C137, C138, C139",4094.5,99.96%,1.5,NO,OOM
2765,3,"C138, C139, C140",4094.5,99.96%,1.5,NO,OOM
2770,3,"C139, C140, C141",4094.5,99.96%,1.5,NO,OOM
2775,3,"C139, C140, C141",4094.5,99.96%,1.5,NO,OOM
2780,3,"C139, C140, C141",4094.5,99.96%,1.5,NO,OOM
2785,3,"C139, C140, C141",4094.5,99.96%,1.5,NO,OOM
2790,3,"C139, C140, C141",4094.5,99.96%,1.5,NO,OOM
2795,3,"C139, C140, C141",4094.5,99.96%,1.5,NO,OOM
2800,3,"C139, C140, C141",4094.5,99.96%,1.5,NO,OOM
2805,3,"C139, C140, C141",4094.5,99.96%,1.5,NO,OOM
2810,3,"C139, C140, C141",4094.5,99.96%,1.5,NO,OOM
2815,3,"C139, C140, C141",4094.5,99.96%,1.5,NO,OOM
2820,3,"C140, C141, C142",4094.5,99.96%,1.5,NO,OOM
2825,3,"C141, C142, C143",4094.5,99.96%,1.5,NO,OOM
2830,3,"C142, C143, C144",4094.5,99.96%,1.5,NO,OOM
2835,3,"C142, C143, C144",4094.5,99.96%,1.5,NO,OOM
2840,3,"C142, C143, C144",4094.5,99.96%,1.5,NO,OOM
2845,3,"C142, C143, C144",4094.5,99.96%,1.5,NO,OOM
2850,3,"C142, C143, C144",4094.5,99.96%,1.5,NO,OOM
2855,3,"C142, C143, C144",4094.5,99.96%,1.5,NO,OOM
2860,3,"C142, C143, C144",4094.5,99.96%,1.5,NO,OOM
2865,3,"C142, C143, C144",4094.5,99.96%,1.5,NO,OOM
2870,3,"C142, C143, C144",4094.5,99.96%,1.5,NO,OOM
2875,3,"C142, C143, C144",4094.5,99.96%,1.5,NO,OOM
2880,3,"C143, C144, C145",4094.5,99.96%,1.5,NO,OOM
2885,3,"C144, C145, C146",4094.5,99.96%,1.5,NO,OOM
2890,3,"C145, C146, C147",4094.5,99.96%,1.5,NO,OOM
2895,3,"C145, C146, C147",4094.5,99.96%,1.5,NO,OOM
2900,3,"C145, C146, C147",4094.5,99.96%,1.5,NO,OOM
2905,3,"C145, C146, C147",4094.5,99.96%,1.5,NO,OOM
2910,3,"C145, C146, C147",4094.5,99.96%,1.5,NO,OOM
2915,3,"C145, C146, C147",4094.5,99.96%,1.5,NO,OOM
2920,3,"C145, C146, C147",4094.5,99.96%,1.5,NO,OOM
2925,3,"C145, C146, C147",4094.5,99.96%,1.5,NO,OOM
2930,3,"C145, C146, C147",4094.5,99.96%,1.5,NO,OOM
2935,3,"C145, C146, C147",4094.5,99.96%,1.5,NO,OOM
2940,3,"C146, C147, C148",4094.5,99.96%,1.5,NO,OOM
2945,3,"C147, C148, C149",4094.5,99.96%,1.5,NO,OOM
2950,3,"C148, C149, C150",4094.5,99.96%,1.5,NO,OOM
2955,3,"C148, C149, C150",4094.5,99.96%,1.5,NO,OOM
2960,3,"C148, C149, C150",4094.5,99.96%,1.5,NO,OOM
2965,3,"C148, C149, C150",4094.5,99.96%,1.5,NO,OOM
2970,3,"C148, C149, C150",4094.5,99.96%,1.5,NO,OOM
2975,3,"C148, C149, C150",4094.5,99.96%,1.5,NO,OOM
2980,3,"C148, C149, C150",4094.5,99.96%,1.5,NO,OOM
2985,3,"C148, C149, C150",4094.5,99.96%,1.5,NO,OOM
2990,3,"C148, C149, C150",4094.5,99.96%,1.5,NO,OOM
2995,3,"C148, C149, C150",4094.5,99.96%,1.5,NO,OOM
3000,3,"C149, C150, C151",4094.5,99.96%,1.5,NO,OOM
3005,3,"C150, C151, C152",4094.5,99.96%,1.5,NO,OOM
3010,3,"C151, C152, C153",4094.5,99.96%,1.5,NO,OOM
3015,3,"C151, C152, C153",4094.5,99.96%,1.5,NO,OOM
3020,3,"C151, C152, C153",4094.5,99.96%,1.5,NO,OOM
3025,3,"C151, C152, C153",4094.5,99.96%,1.5,NO,OOM
3030,3,"C151, C152, C153",4094.5,99.96%,1.5,NO,OOM
3035,3,"C151, C152, C153",4094.5,99.96%,1.5,NO,OOM
3040,3,"C151, C152, C153",4094.5,99.96%,1.5,NO,OOM
3045,3,"C151, C152, C153",4094.5,99.96%,1.5,NO,OOM
3050,3,"C151, C152, C153",4094.5,99.96%,1.5,NO,OOM
3055,3,"C151, C152, C153",4094.5,99.96%,1.5,NO,OOM
3060,3,"C152, C153, C154",4094.5,99.96%,1.5,NO,OOM
3065,3,"C153, C154, C155",4094.5,99.96%,1.5,NO,OOM
3070,3,"C154, C155, C156",4094.5,99.96%,1.5,NO,OOM
3075,3,"C154, C155, C156",4094.5,99.96%,1.5,NO,OOM
3080,3,"C154, C155, C156",4094.5,99.96%,1.5,NO,OOM
3085,3,"C154, C155, C156",4094.5,99.96%,1.5,NO,OOM
3090,3,"C154, C155, C156",4094.5,99.96%,1.5,NO,OOM
3095,3,"C154, C155, C156",4094.5,99.96%,1.5,NO,OOM
3100,3,"C154, C155, C156",4094.5,99.96%,1.5,NO,OOM
3105,3,"C154, C155, C156",4094.5,99.96%,1.5,NO,OOM
3110,3,"C154, C155, C156",4094.5,99.96%,1.5,NO,OOM
3115,3,"C154, C155, C156",4094.5,99.96%,1.5,NO,OOM
3120,3,"C155, C156, C157",4094.5,99.96%,1.5,NO,OOM
3125,3,"C156, C157, C158",4094.5,99.96%,1.5,NO,OOM
3130,3,"C157, C158, C159",4094.5,99.96%,1.5,NO,OOM
3135,3,"C157, C158, C159",4094.5,99.96%,1.5,NO,OOM
3140,3,"C157, C158, C159",4094.5,99.96%,1.5,NO,OOM
3145,3,"C157, C158, C159",4094.5,99.96%,1.5,NO,OOM
3150,3,"C157, C158, C159",4094.5,99.96%,1.5,NO,OOM
3155,3,"C157, C158, C159",4094.5,99.96%,1.5,NO,OOM
3160,3,"C157, C158, C159",4094.5,99.96%,1.5,NO,OOM
3165,3,"C157, C158, C159",4094.5,99.96%,1.5,NO,OOM
3170,3,"C157, C158, C159",4094.5,99.96%,1.5,NO,OOM
3175,3,"C157, C158, C159",4094.5,99.96%,1.5,NO,OOM
3180,3,"C158, C159, C160",4094.5,99.96%,1.5,NO,OOM
3185,3,"C159, C160, C161",4094.5,99.96%,1.5,NO,OOM
3190,3,"C160, C161, C162",4094.5,99.96%,1.5,NO,OOM
3195,3,"C160, C161, C162",4094.5,99.96%,1.5,NO,OOM
3200,3,"C160, C161, C162",4094.5,99.96%,1.5,NO,OOM
3205,3,"C160, C161, C162",4094.5,99.96%,1.5,NO,OOM
3210,3,"C160, C161, C162",4094.5,99.96%,1.5,NO,OOM
3215,3,"C160, C161, C162",4094.5,99.96%,1.5,NO,OOM
3220,3,"C160, C161, C162",4094.5,99.96%,1.5,NO,OOM
3225,3,"C160, C161, C162",4094.5,99.96%,1.5,NO,OOM
3230,3,"C160, C161, C162",4094.5,99.96%,1.5,NO,OOM
3235,3,"C160, C161, C162",4094.5,99.96%,1.5,NO,OOM
3240,3,"C161, C162, C163",4094.5,99.96%,1.5,NO,OOM
3245,3,"C162, C163, C164",4094.5,99.96%,1.5,NO,OOM
3250,3,"C163, C164, C165",4094.5,99.96%,1.5,NO,OOM
3255,3,"C163, C164, C165",4094.5,99.96%,1.5,NO,OOM
3260,3,"C163, C164, C165",4094.5,99.96%,1.5,NO,OOM
3265,3,"C163, C164, C165",4094.5,99.96%,1.5,NO,OOM
3270,3,"C163, C164, C165",4094.5,99.96%,1.5,NO,OOM
3275,3,"C163, C164, C165",4094.5,99.96%,1.5,NO,OOM
3280,3,"C163, C164, C165",4094.5,99.96%,1.5,NO,OOM
3285,3,"C163, C164, C165",4094.5,99.96%,1.5,NO,OOM
3290,3,"C163, C164, C165",4094.5,99.96%,1.5,NO,OOM
3295,3,"C163, C164, C165",4094.5,99.96%,1.5,NO,OOM
3300,3,"C164, C165, C166",4094.5,99.96%,1.5,NO,OOM
3305,3,"C165, C166, C167",4094.5,99.96%,1.5,NO,OOM
3310,3,"C166, C167, C168",4094.5,99.96%,1.5,NO,OOM
3315,3,"C166, C167, C168",4094.5,99.96%,1.5,NO,OOM
3320,3,"C166, C167, C168",4094.5,99.96%,1.5,NO,OOM
3325,3,"C166, C167, C168",4094.5,99.96%,1.5,NO,OOM
3330,3,"C166, C167, C168",4094.5,99.96%,1.5,NO,OOM
3335,3,"C166, C167, C168",4094.5,99.96%,1.5,NO,OOM
3340,3,"C166, C167, C168",4094.5,99.96%,1.5,NO,OOM
3345,3,"C166, C167, C168",4094.5,99.96%,1.5,NO,OOM
3350,3,"C166, C167, C168",4094.5,99.96%,1.5,NO,OOM
3355,3,"C166, C167, C168",4094.5,99.96%,1.5,NO,OOM
3360,3,"C167, C168, C169",4094.5,99.96%,1.5,NO,OOM
3365,3,"C168, C169, C170",4094.5,99.96%,1.5,NO,OOM
3370,3,"C169, C170, C171",4094.5,99.96%,1.5,NO,OOM
3375,3,"C169, C170, C171",4094.5,99.96%,1.5,NO,OOM
3380,3,"C169, C170, C171",4094.5,99.96%,1.5,NO,OOM
3385,3,"C169, C170, C171",4094.5,99.96%,1.5,NO,OOM
3390,3,"C169, C170, C171",4094.5,99.96%,1.5,NO,OOM
3395,3,"C169, C170, C171",4094.5,99.96%,1.5,NO,OOM
3400,3,"C169, C170, C171",4094.5,99.96%,1.5,NO,OOM
3405,3,"C169, C170, C171",4094.5,99.96%,1.5,NO,OOM
3410,3,"C169, C170, C171",4094.5,99.96%,1.5,NO,OOM
3415,3,"C169, C170, C171",4094.5,99.96%,1.5,NO,OOM
3420,3,"C170, C171, C172",4094.5,99.96%,1.5,NO,OOM
3425,3,"C171, C172, C173",4094.5,99.96%,1.5,NO,OOM
3430,3,"C172, C173, C174",4094.5,99.96%,1.5,NO,OOM
3435,3,"C172, C173, C174",4094.5,99.96%,1.5,NO,OOM
3440,3,"C172, C173, C174",4094.5,99.96%,1.5,NO,OOM
3445,3,"C172, C173, C174",4094.5,99.96%,1.5,NO,OOM
3450,3,"C172, C173, C174",4094.5,99.96%,1.5,NO,OOM
3455,3,"C172, C173, C174",4094.5,99.96%,1.5,NO,OOM
3460,3,"C172, C173, C174",4094.5,99.96%,1.5,NO,OOM
3465,3,"C172, C173, C174",4094.5,99.96%,1.5,NO,OOM
3470,3,"C172, C173, C174",4094.5,99.96%,1.5,NO,OOM
3475,3,"C172, C173, C174",4094.5,99.96%,1.5,NO,OOM
3480,3,"C173, C174, C175",4094.5,99.96%,1.5,NO,OOM
3485,3,"C174, C175, C176",4094.5,99.96%,1.5,NO,OOM
3490,3,"C175, C176, C177",4094.5,99.96%,1.5,NO,OOM
3495,3,"C175, C176, C177",4094.5,99.96%,1.5,NO,OOM
3500,3,"C175, C176, C177",4094.5,99.96%,1.5,NO,OOM
3505,3,"C175, C176, C177",4094.5,99.96%,1.5,NO,OOM
3510,3,"C175, C176, C177",4094.5,99.96%,1.5,NO,OOM
3515,3,"C175, C176, C177",4094.5,99.96%,1.5,NO,OOM
3520,3,"C175, C176, C177",4094.5,99.96%,1.5,NO,OOM
3525,3,"C175, C176, C177",4094.5,99.96%,1.5,NO,OOM
3530,3,"C175, C176, C177",4094.5,99.96%,1.5,NO,OOM
3535,3,"C175, C176, C177",4094.5,99.96%,1.5,NO,OOM
3540,3,"C176, C177, C178",4094.5,99.96%,1.5,NO,OOM
3545,3,"C177, C178, C179",4094.5,99.96%,1.5,NO,OOM
3550,3,"C178, C179, C180",4094.5,99.96%,1.5,NO,OOM
3555,3,"C178, C179, C180",4094.5,99.96%,1.5,NO,OOM
3560,3,"C178, C179, C180",4094.5,99.96%,1.5,NO,OOM
3565,3,"C178, C179, C180",4094.5,99.96%,1.5,NO,OOM
3570,3,"C178, C179, C180",4094.5,99.96%,1.5,NO,OOM
3575,3,"C178, C179, C180",4094.5,99.96%,1.5,NO,OOM
3580,3,"C178, C179, C180",4094.5,99.96%,1.5,NO,OOM
3585,3,"C178, C179, C180",4094.5,99.96%,1.5,NO,OOM
3590,3,"C178, C179, C180",4094.5,99.96%,1.5,NO,OOM
3595,3,"C178, C179, C180",4094.5,99.96%,1.5,NO,OOM
3600,2,"C179, C180",3232.5,78.92%,863.5,YES,OK
