CONTAINER EXECUTION DATA
Configuration:
  Total GPU Memory: 4096.0 MB
  Base Memory: 862.0 MB
  Memory Multiplier: 1.5

Container ID,Memory Allocated (MB),Expected Duration (s),Launch Time (s),Completion Time (s),Actual Duration (s),Duration Accuracy,Success,Execution Status,Memory Efficiency %
83,1293.0,60,1773938376.39,1773938440.29,63.90,93.5%,Yes,✓ Completed,31.6%
84,1939.5,60,1773938381.39,1773938445.27,63.88,93.5%,Yes,✓ Completed,47.4%
85,862.0,60,1773938436.41,1773938500.22,63.81,93.7%,Yes,✓ Completed,21.0%
86,1293.0,60,1773938441.42,1773938505.18,63.76,93.7%,Yes,✓ Completed,31.6%
87,1939.5,60,1773938446.43,1773938510.18,63.75,93.7%,Yes,✓ Completed,47.4%
88,862.0,60,1773938501.45,1773938565.25,63.81,93.7%,Yes,✓ Completed,21.0%
89,1293.0,60,1773938506.45,1773938570.25,63.80,93.7%,Yes,✓ Completed,31.6%
90,1939.5,60,1773938511.45,1773938575.19,63.73,93.8%,Yes,✓ Completed,47.4%
91,862.0,60,1773938566.47,1773938630.34,63.87,93.6%,Yes,✓ Completed,21.0%
92,1293.0,60,1773938571.47,1773938635.36,63.88,93.5%,Yes,✓ Completed,31.6%
93,1939.5,60,1773938576.48,1773938640.14,63.67,93.9%,Yes,✓ Completed,47.4%
94,862.0,60,1773938631.50,1773938695.30,63.80,93.7%,Yes,✓ Completed,21.0%
95,1293.0,60,1773938636.50,1773938700.30,63.80,93.7%,Yes,✓ Completed,31.6%
96,1939.5,60,1773938641.51,1773938705.28,63.77,93.7%,Yes,✓ Completed,47.4%
97,862.0,60,1773938696.52,1773938760.31,63.79,93.7%,Yes,✓ Completed,21.0%
98,1293.0,60,1773938701.52,1773938765.34,63.82,93.6%,Yes,✓ Completed,31.6%
99,1939.5,60,1773938706.53,1773938770.33,63.80,93.7%,Yes,✓ Completed,47.4%
100,862.0,60,1773938761.55,1773938825.36,63.81,93.6%,Yes,✓ Completed,21.0%
101,1293.0,60,1773938766.55,1773938830.46,63.90,93.5%,Yes,✓ Completed,31.6%
102,1939.5,60,1773938771.56,1773938835.37,63.81,93.7%,Yes,✓ Completed,47.4%
103,862.0,60,1773938826.58,1773938890.45,63.87,93.5%,Yes,✓ Completed,21.0%
104,1293.0,60,1773938831.59,1773938895.43,63.84,93.6%,Yes,✓ Completed,31.6%
105,1939.5,60,1773938836.59,1773938900.29,63.70,93.8%,Yes,✓ Completed,47.4%
106,862.0,60,1773938891.61,1773938955.50,63.88,93.5%,Yes,✓ Completed,21.0%
107,1293.0,60,1773938896.62,1773938960.50,63.88,93.5%,Yes,✓ Completed,31.6%
108,1939.5,60,1773938901.62,1773938965.42,63.80,93.7%,Yes,✓ Completed,47.4%
109,862.0,60,1773938956.64,1773939020.46,63.82,93.6%,Yes,✓ Completed,21.0%
110,1293.0,60,1773938961.65,1773939025.49,63.85,93.6%,Yes,✓ Completed,31.6%
111,1939.5,60,1773938966.65,1773939030.50,63.86,93.6%,Yes,✓ Completed,47.4%
112,862.0,60,1773939021.67,1773939085.55,63.88,93.5%,Yes,✓ Completed,21.0%
113,1293.0,60,1773939026.67,1773939090.57,63.90,93.5%,Yes,✓ Completed,31.6%
114,1939.5,60,1773939031.67,1773939095.35,63.67,93.9%,Yes,✓ Completed,47.4%
115,862.0,60,1773939086.69,1773939150.54,63.85,93.6%,Yes,✓ Completed,21.0%
116,1293.0,60,1773939091.70,1773939155.50,63.80,93.7%,Yes,✓ Completed,31.6%
117,1939.5,60,1773939096.70,1773939160.46,63.76,93.7%,Yes,✓ Completed,47.4%
118,862.0,60,1773939151.72,1773939215.54,63.82,93.6%,Yes,✓ Completed,21.0%
119,1293.0,60,1773939156.72,1773939220.50,63.79,93.7%,Yes,✓ Completed,31.6%
120,1939.5,60,1773939161.72,1773939225.46,63.74,93.8%,Yes,✓ Completed,47.4%
121,862.0,60,1773939216.74,1773939280.60,63.86,93.6%,Yes,✓ Completed,21.0%
122,1293.0,60,1773939221.74,1773939285.57,63.83,93.6%,Yes,✓ Completed,31.6%
123,1939.5,60,1773939226.75,1773939290.53,63.78,93.7%,Yes,✓ Completed,47.4%
124,862.0,60,1773939281.76,1773939345.69,63.92,93.5%,Yes,✓ Completed,21.0%
125,1293.0,60,1773939286.77,1773939350.51,63.74,93.8%,Yes,✓ Completed,31.6%
126,1939.5,60,1773939291.77,1773939355.52,63.75,93.7%,Yes,✓ Completed,47.4%
127,862.0,60,1773939346.79,1773939410.56,63.77,93.7%,Yes,✓ Completed,21.0%
128,1293.0,60,1773939351.80,1773939415.64,63.84,93.6%,Yes,✓ Completed,31.6%
129,1939.5,60,1773939356.80,1773939420.59,63.79,93.7%,Yes,✓ Completed,47.4%
130,862.0,60,1773939411.81,1773939475.65,63.83,93.6%,Yes,✓ Completed,21.0%
131,1293.0,60,1773939416.82,1773939480.65,63.83,93.6%,Yes,✓ Completed,31.6%
132,1939.5,60,1773939421.82,1773939485.60,63.78,93.7%,Yes,✓ Completed,47.4%
133,862.0,60,1773939476.84,1773939540.63,63.79,93.7%,Yes,✓ Completed,21.0%
134,1293.0,60,1773939481.84,1773939545.67,63.82,93.6%,Yes,✓ Completed,31.6%
135,1939.5,60,1773939486.85,1773939550.62,63.78,93.7%,Yes,✓ Completed,47.4%
136,862.0,60,1773939541.87,1773939605.74,63.87,93.5%,Yes,✓ Completed,21.0%
137,1293.0,60,1773939546.87,1773939610.75,63.88,93.5%,Yes,✓ Completed,31.6%
138,1939.5,60,1773939551.88,1773939615.67,63.80,93.7%,Yes,✓ Completed,47.4%
139,862.0,60,1773939606.89,1773939670.81,63.92,93.5%,Yes,✓ Completed,21.0%
140,1293.0,60,1773939611.89,1773939675.81,63.92,93.5%,Yes,✓ Completed,31.6%
141,1939.5,60,1773939616.90,1773939680.81,63.91,93.5%,Yes,✓ Completed,47.4%
142,862.0,60,1773939671.92,1773939735.70,63.78,93.7%,Yes,✓ Completed,21.0%
143,1293.0,60,1773939676.93,1773939740.77,63.84,93.6%,Yes,✓ Completed,31.6%
144,1939.5,60,1773939681.93,1773939745.67,63.74,93.8%,Yes,✓ Completed,47.4%
145,862.0,60,1773939736.96,1773939800.80,63.84,93.6%,Yes,✓ Completed,21.0%
146,1293.0,60,1773939741.96,1773939805.80,63.84,93.6%,Yes,✓ Completed,31.6%
147,1939.5,60,1773939746.97,1773939810.73,63.76,93.7%,Yes,✓ Completed,47.4%
148,862.0,60,1773939801.99,1773939865.79,63.80,93.7%,Yes,✓ Completed,21.0%
149,1293.0,60,1773939807.00,1773939870.77,63.77,93.7%,Yes,✓ Completed,31.6%
150,1939.5,60,1773939812.00,1773939875.73,63.73,93.8%,Yes,✓ Completed,47.4%
151,862.0,60,1773939867.02,1773939930.83,63.81,93.7%,Yes,✓ Completed,21.0%
152,1293.0,60,1773939872.02,1773939935.81,63.79,93.7%,Yes,✓ Completed,31.6%
153,1939.5,60,1773939877.02,1773939940.73,63.71,93.8%,Yes,✓ Completed,47.4%
154,862.0,60,1773939932.05,1773939995.86,63.82,93.6%,Yes,✓ Completed,21.0%
155,1293.0,60,1773939937.05,1773940000.85,63.80,93.7%,Yes,✓ Completed,31.6%
156,1939.5,60,1773939942.05,1773940005.84,63.79,93.7%,Yes,✓ Completed,47.4%
157,862.0,60,1773939997.07,1773940060.94,63.87,93.5%,Yes,✓ Completed,21.0%
158,1293.0,60,1773940002.08,1773940065.95,63.87,93.5%,Yes,✓ Completed,31.6%
159,1939.5,60,1773940007.08,1773940070.93,63.85,93.6%,Yes,✓ Completed,47.4%
160,862.0,60,1773940062.10,1773940125.93,63.83,93.6%,Yes,✓ Completed,21.0%
161,1293.0,60,1773940067.11,1773940130.96,63.85,93.6%,Yes,✓ Completed,31.6%
162,1939.5,60,1773940072.11,1773940135.88,63.76,93.7%,Yes,✓ Completed,47.4%
163,862.0,60,1773940127.14,1773940191.04,63.90,93.5%,Yes,✓ Completed,21.0%
164,1293.0,60,1773940132.14,1773940195.96,63.82,93.6%,Yes,✓ Completed,31.6%
165,1939.5,60,1773940137.14,1773940200.92,63.78,93.7%,Yes,✓ Completed,47.4%
166,862.0,60,1773940192.17,N/A,0.00,N/A,No,✗ Failed,21.0%
167,1293.0,60,1773940197.17,N/A,0.00,N/A,No,✗ Failed,31.6%
168,1939.5,60,1773940202.17,N/A,0.00,N/A,No,✗ Failed,47.4%

SUMMARY STATISTICS
Metric,Value,Unit
Total Containers Executed,168,count
Successful Containers,165,count
Failed Containers,3,count
Success Rate,98.2,%
Total Memory Used,229292.0,MB
Average Memory per Container,1364.8,MB
Memory Utilization,5597.9,%
